log_id,log_date,duration_minutes,total_calories_burned,average_heart_rate,trainee_feedback_rating,coach_notes,program_id,trainee_id
5657,2023-12-13,109.75,699,136.5,3,Crushed the personal records today!,10,430
5658,2023-10-04,74.69,591,165.9,7,"Great effort today, pushed through the fatigue.",6,404
5659,2023-09-16,98.8,550,113.3,3,"A bit distracted, but finished the routine.",6,81
5660,2023-03-16,99.88,857,181.5,6,Excellent form throughout the entire workout.,1,215
5661,2024-01-29,64.82,500,149.4,1,Needs to work on breathing technique during heavy lifts.,3,456
5662,2024-01-30,91.56,707,182.3,7,"Great effort today, pushed through the fatigue.",8,324
5663,2023-10-31,43.06,327,125.8,4,"Good pace, kept heart rate in the target zone.",6,238
5664,2023-06-12,35.12,273,145.5,4,"Struggled with the last few sets, might need more recovery.",9,31
5665,2023-09-22,94.15,659,138.5,2,"Solid session, increased weights on main exercises.",3,492
5666,2024-02-29,41.46,317,138.5,6,"Great effort today, pushed through the fatigue.",7,453
5667,2023-02-25,36.2,251,164.5,2,"A bit distracted, but finished the routine.",9,282
5668,2023-07-12,85.08,654,166.2,4,Needs to work on breathing technique during heavy lifts.,4,206
5669,2023-10-01,103.51,659,170.6,10,"Struggled with the last few sets, might need more recovery.",4,416
5670,2023-11-12,33.21,210,146.4,3,"Good pace, kept heart rate in the target zone.",2,117
5671,2023-10-14,93.28,856,165.9,3,"Solid session, increased weights on main exercises.",9,165
5672,2023-03-22,43.83,236,125.9,3,"Great effort today, pushed through the fatigue.",3,48
5673,2023-04-11,97.15,681,179.5,8,Needs to work on breathing technique during heavy lifts.,9,294
5674,2023-03-30,35.66,250,110.6,8,"Solid session, increased weights on main exercises.",9,300
5675,2023-07-31,80.43,554,141.1,6,Crushed the personal records today!,1,442
5676,2024-02-08,80.38,544,176.6,8,"Great effort today, pushed through the fatigue.",2,76
5677,2023-08-19,57.93,291,158.9,10,"Standard workout, no special issues.",3,485
5678,2023-03-19,111.6,839,136.5,8,"Good pace, kept heart rate in the target zone.",3,25
5679,2023-03-16,63.5,469,152.2,2,Needs to work on breathing technique during heavy lifts.,9,47
5680,2023-04-11,46.05,389,143.5,5,"Good pace, kept heart rate in the target zone.",5,352
5681,2023-06-01,102.07,941,169.6,7,Excellent form throughout the entire workout.,1,443
5682,2023-02-19,36.22,349,168.8,1,"Good pace, kept heart rate in the target zone.",10,254
5683,2023-07-15,46.44,456,118.4,10,"A bit distracted, but finished the routine.",10,219
5684,2023-05-15,77.81,483,156.3,6,Excellent form throughout the entire workout.,5,211
5685,2023-05-03,47.6,244,136.3,3,Crushed the personal records today!,2,350
5686,2023-11-03,53.29,525,184.2,5,Needs to work on breathing technique during heavy lifts.,5,84
5687,2023-11-22,105.44,674,173.7,5,Crushed the personal records today!,1,114
5688,2023-09-12,43.17,317,169.0,7,Crushed the personal records today!,8,79
5689,2023-04-19,90.01,712,135.2,9,Needs to work on breathing technique during heavy lifts.,4,208
5690,2023-06-18,115.86,771,142.5,9,"Struggled with the last few sets, might need more recovery.",9,62
5691,2023-09-20,55.64,514,132.2,2,"Struggled with the last few sets, might need more recovery.",7,12
5692,2023-01-16,31.17,201,167.0,8,"Great effort today, pushed through the fatigue.",9,290
5693,2023-09-02,83.32,549,121.6,8,Felt a bit tired but completed the program.,7,214
5694,2023-08-06,87.43,835,121.7,7,"Standard workout, no special issues.",4,27
5695,2023-12-05,38.76,360,173.3,4,Felt a bit tired but completed the program.,1,128
5696,2023-11-11,89.96,614,184.4,4,"Solid session, increased weights on main exercises.",5,418
5697,2023-11-30,77.76,555,168.9,4,Crushed the personal records today!,3,236
5698,2023-06-22,109.2,869,180.7,7,"Good pace, kept heart rate in the target zone.",7,248
5699,2023-03-23,108.57,750,174.4,7,Crushed the personal records today!,9,12
5700,2023-07-24,115.3,696,125.0,4,Needs to work on breathing technique during heavy lifts.,4,475
5701,2023-05-17,50.81,422,155.0,7,Needs to work on breathing technique during heavy lifts.,3,93
5702,2023-12-27,62.33,358,137.3,7,Crushed the personal records today!,1,456
5703,2024-01-20,97.85,812,126.5,6,"Great effort today, pushed through the fatigue.",10,40
5704,2023-11-28,109.18,651,161.8,8,"Standard workout, no special issues.",4,218
5705,2023-01-26,89.31,743,173.2,9,Crushed the personal records today!,5,237
5706,2023-01-29,71.67,542,175.9,4,Needs to work on breathing technique during heavy lifts.,1,16
5707,2023-01-04,85.22,624,159.1,6,Felt a bit tired but completed the program.,6,386
5708,2023-02-02,31.03,255,110.9,10,"A bit distracted, but finished the routine.",7,431
5709,2024-02-26,88.83,680,145.9,10,"Great effort today, pushed through the fatigue.",4,442
5710,2023-04-15,52.02,458,178.3,10,"A bit distracted, but finished the routine.",6,20
5711,2023-05-14,90.84,629,149.3,9,"Struggled with the last few sets, might need more recovery.",9,212
5712,2023-06-13,97.88,581,168.3,10,"Good pace, kept heart rate in the target zone.",8,400
5713,2023-03-06,93.33,737,146.0,5,Excellent form throughout the entire workout.,2,146
5714,2023-12-19,111.38,694,118.5,6,"Struggled with the last few sets, might need more recovery.",9,409
5715,2023-12-04,60.67,363,175.2,3,"Great effort today, pushed through the fatigue.",7,93
5716,2023-07-21,65.59,335,126.3,1,"Great effort today, pushed through the fatigue.",5,288
5717,2023-06-04,104.89,874,110.7,5,"A bit distracted, but finished the routine.",5,17
5718,2023-11-01,30.04,191,171.6,2,"Solid session, increased weights on main exercises.",3,333
5719,2023-01-20,84.48,469,145.1,5,"Standard workout, no special issues.",3,10
5720,2023-12-07,68.32,576,175.6,2,"Struggled with the last few sets, might need more recovery.",3,109
5721,2023-04-18,107.96,953,114.4,3,"Great effort today, pushed through the fatigue.",5,79
5722,2023-11-18,46.09,350,114.1,8,Crushed the personal records today!,8,374
5723,2023-09-28,45.76,237,115.3,9,Excellent form throughout the entire workout.,1,206
5724,2023-07-18,33.06,170,115.9,2,Excellent form throughout the entire workout.,5,97
5725,2023-07-22,52.99,498,143.4,10,"Good pace, kept heart rate in the target zone.",2,248
5726,2023-09-04,68.96,676,151.0,1,"A bit distracted, but finished the routine.",7,57
5727,2023-11-09,35.26,325,174.0,10,Excellent form throughout the entire workout.,4,350
5728,2023-12-20,59.22,520,154.6,4,"Great effort today, pushed through the fatigue.",4,304
5729,2023-11-14,56.68,482,143.2,1,"Great effort today, pushed through the fatigue.",7,281
5730,2024-01-06,74.52,500,125.7,3,"Great effort today, pushed through the fatigue.",9,126
5731,2023-03-12,61.48,465,124.0,1,"Standard workout, no special issues.",10,232
5732,2023-05-06,50.17,290,138.4,7,"Good pace, kept heart rate in the target zone.",3,236
5733,2024-01-17,99.02,851,183.8,4,Needs to work on breathing technique during heavy lifts.,7,349
5734,2023-05-25,111.32,1030,162.0,6,"A bit distracted, but finished the routine.",2,444
5735,2023-06-20,66.09,565,160.9,2,Felt a bit tired but completed the program.,2,346
5736,2023-08-13,57.55,525,116.0,3,Needs to work on breathing technique during heavy lifts.,4,474
5737,2023-08-28,46.65,319,124.2,5,"Great effort today, pushed through the fatigue.",9,443
5738,2023-04-03,62.5,555,139.1,9,Excellent form throughout the entire workout.,7,30
5739,2023-09-26,59.76,334,182.5,6,Needs to work on breathing technique during heavy lifts.,7,206
5740,2023-07-23,90.26,797,135.0,1,"A bit distracted, but finished the routine.",9,18
5741,2023-10-11,111.35,583,177.0,3,Felt a bit tired but completed the program.,4,73
5742,2023-09-27,62.25,503,120.9,10,"A bit distracted, but finished the routine.",7,356
5743,2023-09-11,70.21,445,125.1,7,Needs to work on breathing technique during heavy lifts.,3,279
5744,2023-10-15,106.67,814,169.3,6,Needs to work on breathing technique during heavy lifts.,1,455
5745,2024-02-22,65.31,542,143.6,7,"Struggled with the last few sets, might need more recovery.",10,465
5746,2023-10-08,47.85,325,180.9,1,Felt a bit tired but completed the program.,10,253
5747,2023-01-14,107.25,1058,180.6,7,Excellent form throughout the entire workout.,7,143
5748,2023-04-23,73.59,478,117.5,6,"Good pace, kept heart rate in the target zone.",4,14
5749,2023-03-13,86.0,560,160.0,7,Felt a bit tired but completed the program.,9,279
5750,2023-04-18,89.59,603,145.7,2,Excellent form throughout the entire workout.,2,12
5751,2023-01-26,86.61,449,156.9,4,Felt a bit tired but completed the program.,8,270
5752,2023-01-17,43.8,406,163.8,5,"Great effort today, pushed through the fatigue.",10,62
5753,2023-03-04,72.88,421,184.9,4,"Good pace, kept heart rate in the target zone.",3,452
5754,2023-01-06,101.34,857,129.5,2,"Solid session, increased weights on main exercises.",6,306
5755,2023-06-29,46.71,311,130.4,3,Crushed the personal records today!,8,15
5756,2023-03-12,76.34,546,137.2,9,"Standard workout, no special issues.",4,197
5757,2024-02-17,49.88,260,110.0,10,"Great effort today, pushed through the fatigue.",9,242
5758,2023-12-26,85.81,476,169.2,6,"Standard workout, no special issues.",1,172
5759,2023-04-23,83.27,610,145.5,3,"A bit distracted, but finished the routine.",4,37
5760,2023-02-02,42.32,361,167.0,9,"Standard workout, no special issues.",9,7
5761,2023-06-12,100.03,671,154.8,8,Crushed the personal records today!,3,71
5762,2023-04-29,94.0,552,136.0,6,Crushed the personal records today!,8,252
5763,2023-08-10,78.01,512,144.9,9,Crushed the personal records today!,6,234
5764,2023-12-12,88.42,625,145.5,4,Crushed the personal records today!,10,341
5765,2023-07-20,52.22,479,129.4,4,"Great effort today, pushed through the fatigue.",1,7
5766,2024-02-08,60.52,555,182.8,6,"A bit distracted, but finished the routine.",2,12
5767,2024-01-21,36.23,277,129.9,4,Felt a bit tired but completed the program.,8,302
5768,2023-03-16,119.58,1161,158.3,2,"Struggled with the last few sets, might need more recovery.",8,198
5769,2024-01-07,110.65,835,152.7,5,"Standard workout, no special issues.",3,45
5770,2023-05-20,71.4,640,114.4,10,Felt a bit tired but completed the program.,4,466
5771,2024-02-23,34.42,218,171.1,6,"Solid session, increased weights on main exercises.",3,175
5772,2023-05-29,95.0,808,149.0,3,"Good pace, kept heart rate in the target zone.",8,228
5773,2023-01-01,98.94,531,170.0,3,Excellent form throughout the entire workout.,5,54
5774,2024-01-07,107.51,1027,114.6,3,Felt a bit tired but completed the program.,5,488
5775,2023-07-04,52.45,439,136.1,10,Felt a bit tired but completed the program.,3,288
5776,2023-04-01,76.74,504,180.8,10,"A bit distracted, but finished the routine.",1,409
5777,2023-10-31,80.55,627,123.4,6,"A bit distracted, but finished the routine.",8,260
5778,2023-02-14,76.81,446,121.7,8,"A bit distracted, but finished the routine.",1,265
5779,2023-04-30,114.91,980,180.9,8,Excellent form throughout the entire workout.,1,79
5780,2023-07-08,38.87,277,129.5,4,Excellent form throughout the entire workout.,2,225
5781,2023-08-13,113.41,699,144.6,5,Excellent form throughout the entire workout.,9,187
5782,2023-03-27,73.97,596,130.3,7,Needs to work on breathing technique during heavy lifts.,10,137
5783,2023-07-18,56.33,335,184.4,4,Needs to work on breathing technique during heavy lifts.,8,395
5784,2023-09-02,106.89,885,124.8,8,"Solid session, increased weights on main exercises.",3,329
5785,2023-05-11,86.63,742,144.5,8,"Standard workout, no special issues.",7,7
5786,2024-01-09,105.87,1044,145.4,3,Needs to work on breathing technique during heavy lifts.,2,197
5787,2023-04-28,85.04,558,120.3,6,Crushed the personal records today!,8,165
5788,2023-05-16,97.45,647,148.1,2,Crushed the personal records today!,9,5
5789,2023-05-27,69.06,426,176.0,2,"Struggled with the last few sets, might need more recovery.",7,407
5790,2023-12-08,85.87,561,148.6,9,"Good pace, kept heart rate in the target zone.",5,289
5791,2023-05-17,92.87,514,184.4,7,Crushed the personal records today!,1,123
5792,2023-11-18,116.81,1075,150.0,6,Crushed the personal records today!,8,469
5793,2023-01-01,81.43,750,115.5,4,"Solid session, increased weights on main exercises.",4,247
5794,2023-05-17,74.86,612,171.8,4,"A bit distracted, but finished the routine.",2,292
5795,2023-06-22,38.42,236,183.2,5,"Struggled with the last few sets, might need more recovery.",9,223
5796,2023-04-10,75.42,733,164.0,2,Crushed the personal records today!,2,10
5797,2023-09-17,85.68,588,143.8,7,"Great effort today, pushed through the fatigue.",10,373
5798,2023-04-06,67.47,614,146.5,6,Excellent form throughout the entire workout.,9,208
5799,2023-08-13,41.9,379,170.2,1,Felt a bit tired but completed the program.,6,146
5800,2023-02-16,75.42,690,165.1,8,"Good pace, kept heart rate in the target zone.",2,492
5801,2023-11-25,118.6,891,135.5,8,"Good pace, kept heart rate in the target zone.",7,91
5802,2024-02-07,36.57,194,136.1,7,"Solid session, increased weights on main exercises.",6,305
5803,2023-09-10,102.47,1012,141.6,10,"Solid session, increased weights on main exercises.",4,254
5804,2023-02-11,110.39,970,133.2,3,Needs to work on breathing technique during heavy lifts.,1,211
5805,2023-06-26,50.17,307,146.4,5,Crushed the personal records today!,1,104
5806,2023-12-12,117.08,857,148.0,7,"Struggled with the last few sets, might need more recovery.",10,341
5807,2023-10-15,119.65,1036,162.8,2,"Struggled with the last few sets, might need more recovery.",5,439
5808,2023-11-11,79.5,622,111.8,3,"A bit distracted, but finished the routine.",9,447
5809,2023-12-22,52.03,330,122.1,8,Excellent form throughout the entire workout.,9,273
5810,2024-01-03,50.01,483,118.5,10,Needs to work on breathing technique during heavy lifts.,9,485
5811,2023-03-20,105.28,831,153.4,6,Needs to work on breathing technique during heavy lifts.,2,345
5812,2023-04-17,67.32,342,134.2,2,Needs to work on breathing technique during heavy lifts.,5,94
5813,2024-02-28,51.72,348,180.6,4,Felt a bit tired but completed the program.,2,354
5814,2023-07-03,114.19,1077,131.6,3,Felt a bit tired but completed the program.,5,227
5815,2024-03-01,47.37,360,148.1,10,"Good pace, kept heart rate in the target zone.",1,164
5816,2023-12-28,36.71,232,120.3,7,"Good pace, kept heart rate in the target zone.",5,236
5817,2023-01-31,60.52,550,132.6,4,Crushed the personal records today!,9,348
5818,2023-07-11,108.25,738,116.8,9,"Struggled with the last few sets, might need more recovery.",2,340
5819,2023-10-16,115.28,926,135.3,6,"Good pace, kept heart rate in the target zone.",3,265
5820,2023-08-17,66.11,490,139.7,9,Felt a bit tired but completed the program.,8,367
5821,2023-12-30,47.09,417,127.2,8,"Solid session, increased weights on main exercises.",1,106
5822,2023-03-04,30.4,211,164.1,1,Felt a bit tired but completed the program.,1,430
5823,2023-07-03,103.84,759,124.4,5,Needs to work on breathing technique during heavy lifts.,4,381
5824,2023-06-26,69.36,586,116.6,7,"Struggled with the last few sets, might need more recovery.",6,470
5825,2024-01-14,102.51,788,119.5,10,"A bit distracted, but finished the routine.",2,341
5826,2023-05-05,77.6,505,148.5,6,"Standard workout, no special issues.",3,238
5827,2023-05-05,107.5,678,139.0,5,Excellent form throughout the entire workout.,9,133
5828,2023-05-10,84.43,688,172.9,3,"A bit distracted, but finished the routine.",4,498
5829,2024-02-07,73.69,422,141.1,2,Excellent form throughout the entire workout.,10,70
5830,2023-08-01,88.27,848,182.1,1,"Standard workout, no special issues.",10,120
5831,2023-06-20,105.68,629,158.8,7,"Standard workout, no special issues.",2,389
5832,2023-05-10,68.82,678,120.6,9,"Great effort today, pushed through the fatigue.",8,497
